student_id,age,gender,department,semester,attendance_pct,assignment_score_avg,internal_marks_avg,semester_gpa,study_hours_per_week,participation_score,prev_semester_gpa,backlogs,financial_aid,performance_category
STU-2023-0507,27,Female,EE,7,51.24,20.0,62.0,4.64,11.9,0.83,4.76,3,True,At Risk
STU-2023-0508,24,Male,IT,3,75.0,37.59,20.0,4.58,8.5,4.23,3.89,4,False,At Risk
STU-2023-0509,21,Other,ECE,5,90.62,73.78,78.06,8.28,30.7,6.33,8.94,0,True,High
STU-2023-0510,18,Male,CE,6,80.25,78.63,73.73,7.27,17.2,5.55,6.94,0,False,High
STU-2023-0511,26,Female,EE,2,76.47,55.61,76.53,7.0,15.2,6.23,6.4,0,False,High
STU-2023-0512,26,Female,CE,1,69.48,48.68,56.02,4.86,6.7,2.49,4.95,1,False,Medium
STU-2023-0513,27,Male,ME,2,76.36,67.58,61.92,6.69,6.1,6.69,6.27,1,False,Medium
STU-2023-0514,18,Female,ME,1,84.73,80.02,72.41,9.13,16.4,6.3,9.02,0,True,High
STU-2023-0515,24,Female,IT,1,86.3,69.54,74.93,7.9,25.4,6.58,7.65,0,False,High
STU-2023-0516,21,Female,ECE,5,75.17,67.1,65.16,6.42,13.6,4.37,6.42,2,False,Medium
STU-2023-0517,24,Female,IT,5,80.62,48.57,67.51,6.81,19.9,4.46,7.01,1,False,Medium
STU-2023-0518,25,Male,ECE,7,73.6,64.66,58.56,6.74,7.9,7.96,6.69,0,False,Medium
STU-2023-0519,19,Female,CS,4,89.61,65.93,77.48,8.52,30.5,6.58,8.13,1,False,High
STU-2023-0520,22,Male,MBA,6,77.84,75.17,75.88,8.01,18.8,5.46,7.86,0,False,High
STU-2023-0521,22,Male,EE,2,70.75,55.98,67.46,6.59,13.4,4.56,6.26,2,True,Medium
STU-2023-0522,23,Male,CS,2,99.63,83.68,98.05,8.6,30.1,8.08,8.32,0,False,High
STU-2023-0523,25,Other,ECE,1,48.14,31.28,62.0,5.01,8.0,3.33,5.11,0,False,Medium
STU-2023-0524,25,Female,ME,4,100.0,89.78,77.14,8.5,27.0,7.04,7.88,0,False,High
STU-2023-0525,22,Male,MBA,2,85.35,85.65,72.13,8.17,21.9,8.32,8.35,0,False,High
STU-2023-0526,18,Male,IT,4,69.8,52.15,65.68,7.17,10.8,8.0,6.76,0,False,Medium
STU-2023-0527,22,Male,CE,4,57.18,58.24,43.24,6.59,5.0,6.84,5.86,1,False,Medium
STU-2023-0528,22,Female,CE,3,54.27,47.23,43.23,6.66,12.8,5.55,6.24,1,True,Medium
STU-2023-0529,20,Female,EE,8,71.17,93.62,75.51,7.68,24.1,8.9,7.67,0,False,High
STU-2023-0530,21,Male,ECE,1,95.23,69.03,76.3,6.86,29.4,8.46,6.96,0,True,High
STU-2023-0531,27,Male,CE,1,80.58,69.22,94.34,9.51,16.2,9.4,9.39,0,False,High
STU-2023-0532,27,Male,CE,3,86.03,74.19,65.56,7.57,13.8,7.51,7.22,0,True,High
STU-2023-0533,21,Female,ME,4,73.13,63.83,62.37,7.57,25.5,8.41,7.39,0,False,High
STU-2023-0534,26,Female,CE,7,84.77,74.19,89.08,8.88,30.0,7.14,9.33,0,False,High
STU-2023-0535,21,Male,MBA,4,36.27,30.41,32.26,4.47,3.9,3.57,4.11,2,False,At Risk
STU-2023-0536,25,Male,CS,7,67.3,62.84,53.99,5.57,17.0,6.44,5.81,0,True,Medium
STU-2023-0537,20,Male,MBA,7,100.0,80.87,73.77,8.38,18.1,7.04,9.1,0,True,High
STU-2023-0538,27,Female,IT,3,64.33,59.61,66.71,6.27,13.7,6.75,5.82,1,True,Medium
STU-2023-0539,20,Female,CE,8,96.44,76.17,79.61,8.89,18.2,6.41,8.67,0,False,High
STU-2023-0540,20,Male,CS,2,82.21,73.07,78.28,8.29,25.9,9.06,8.08,0,True,High
STU-2023-0541,25,Female,ECE,1,89.29,58.39,63.09,7.64,18.8,8.51,7.38,0,False,High
STU-2023-0542,21,Female,CS,4,58.0,25.3,59.03,4.55,8.1,3.82,4.31,2,False,At Risk
STU-2023-0543,23,Male,CE,7,62.74,60.86,58.56,6.37,14.2,5.61,6.0,0,False,Medium
STU-2023-0544,21,Female,EE,4,65.27,20.1,26.6,3.69,9.3,2.42,3.01,4,False,At Risk
STU-2023-0545,19,Female,MBA,1,53.92,73.83,40.21,6.38,12.2,4.81,6.31,1,True,Medium
STU-2023-0546,18,Male,EE,2,41.87,28.4,34.63,3.12,7.7,4.08,2.49,2,True,At Risk
STU-2023-0547,18,Male,ECE,2,71.21,67.09,65.02,5.54,10.2,6.06,4.51,1,False,Medium
STU-2023-0548,26,Male,EE,1,83.31,77.69,75.09,7.99,19.5,10.0,8.23,0,False,High
STU-2023-0549,22,Female,EE,5,63.73,78.48,57.75,7.3,11.7,5.36,7.81,0,False,Medium
STU-2023-0550,25,Female,MBA,1,88.5,78.7,75.47,8.42,19.0,8.82,8.42,0,True,High
STU-2023-0551,22,Male,CS,7,84.02,78.77,67.01,8.59,25.7,6.06,8.49,0,False,High
STU-2023-0552,24,Male,ME,3,69.08,62.13,62.61,6.01,8.5,6.12,5.5,0,True,Medium
STU-2023-0553,27,Male,IT,5,86.09,57.13,66.32,6.43,19.3,5.36,5.91,0,False,High
STU-2023-0554,20,Male,CE,5,95.99,75.73,82.03,6.76,25.8,7.79,6.46,0,False,High
STU-2023-0555,25,Male,CS,5,71.85,49.18,48.47,5.42,8.9,2.03,4.05,3,False,Medium
STU-2023-0556,22,Female,ME,7,77.63,83.05,83.08,7.74,18.2,7.23,7.69,0,False,High
STU-2023-0557,22,Male,MBA,3,35.32,61.1,60.61,5.08,4.0,2.74,4.66,3,False,At Risk
STU-2023-0558,27,Male,MBA,1,41.56,39.58,51.68,5.32,8.1,2.69,4.8,0,False,Medium
STU-2023-0559,22,Female,ECE,4,56.95,49.52,60.49,5.46,4.3,4.43,4.48,0,True,Medium
STU-2023-0560,23,Male,ME,8,78.96,44.49,58.23,6.57,12.2,3.13,6.04,2,False,Medium
STU-2023-0561,27,Female,ME,4,82.76,66.78,75.13,8.98,25.4,9.18,8.89,0,True,High
STU-2023-0562,21,Female,ME,1,95.77,79.75,86.31,8.11,15.4,10.0,7.97,0,False,High
STU-2023-0563,21,Female,CS,4,71.26,71.77,55.9,7.31,18.9,7.49,6.83,0,False,High
STU-2023-0564,26,Female,ME,2,49.0,48.82,24.57,4.72,1.0,3.94,3.72,4,False,At Risk
STU-2023-0565,23,Other,IT,1,79.23,82.38,76.98,7.72,15.3,6.48,7.57,0,False,High
STU-2023-0566,24,Female,ECE,6,63.95,20.0,44.31,4.57,6.8,2.22,3.04,1,False,At Risk
STU-2023-0567,21,Female,ME,8,90.0,57.36,58.33,7.17,10.5,6.8,6.97,0,False,High
STU-2023-0568,20,Male,MBA,3,29.08,23.97,45.58,2.66,9.3,1.99,2.0,4,False,At Risk
STU-2023-0569,18,Female,MBA,5,34.77,62.43,40.66,4.5,10.3,2.25,4.43,2,False,At Risk
STU-2023-0570,23,Male,CE,2,20.0,47.13,47.77,4.46,15.1,2.41,4.17,2,True,At Risk
STU-2023-0571,26,Male,CE,5,51.07,44.81,30.37,2.97,2.7,2.87,3.53,5,True,At Risk
STU-2023-0572,23,Male,ME,6,82.6,59.62,64.66,6.92,8.6,7.0,7.17,0,True,High
STU-2023-0573,26,Male,ME,4,67.47,43.35,32.99,4.51,14.7,3.02,2.83,3,False,At Risk
STU-2023-0574,26,Female,IT,3,90.2,62.29,79.69,8.93,21.6,9.59,9.19,0,False,High
STU-2023-0575,25,Male,EE,8,63.92,59.77,49.55,7.93,22.4,4.17,7.79,1,False,Medium
STU-2023-0576,26,Male,MBA,1,79.56,100.0,67.78,7.0,20.0,5.62,6.55,0,False,High
STU-2023-0577,19,Male,ECE,5,59.22,71.88,54.71,6.15,10.7,5.02,6.1,1,True,Medium
STU-2023-0578,20,Female,ME,6,81.1,80.38,89.34,6.71,24.1,10.0,6.8,0,False,High
STU-2023-0579,27,Female,ECE,8,61.03,70.22,68.72,6.76,18.1,5.25,7.04,0,False,Medium
STU-2023-0580,19,Female,CS,4,72.09,46.05,57.99,6.58,18.8,6.46,6.41,1,True,Medium
STU-2023-0581,27,Female,IT,8,50.0,78.73,51.36,6.4,9.4,6.54,6.05,0,True,Medium
STU-2023-0582,19,Male,IT,4,34.34,20.43,24.23,4.2,4.8,6.0,4.61,4,False,At Risk
STU-2023-0583,24,Male,EE,3,32.05,43.85,39.93,3.76,8.8,2.07,2.69,0,False,At Risk
STU-2023-0584,18,Male,CE,3,51.31,36.37,35.22,6.07,3.6,6.0,5.79,5,False,At Risk
STU-2023-0585,25,Male,ME,1,76.04,71.96,76.26,6.99,22.1,9.53,7.04,0,False,High
STU-2023-0586,19,Female,IT,3,82.66,93.47,78.05,8.19,27.2,8.81,7.95,0,False,High
STU-2023-0587,18,Female,CE,4,90.03,68.85,66.85,8.03,22.2,9.18,7.19,0,False,High
STU-2023-0588,22,Male,ME,7,37.6,60.36,49.37,4.96,6.9,4.72,4.89,1,True,At Risk
STU-2023-0589,18,Male,ME,6,37.07,36.31,37.21,4.19,8.1,6.0,3.98,1,False,At Risk
STU-2023-0590,26,Male,IT,7,77.96,67.93,58.83,7.09,10.4,4.15,6.72,2,True,Medium
STU-2023-0591,27,Male,IT,3,48.62,42.32,38.14,3.41,7.0,4.01,2.18,2,False,At Risk
STU-2023-0592,25,Male,MBA,2,84.99,54.18,68.53,6.7,14.0,6.82,6.69,0,True,High
STU-2023-0593,22,Male,ECE,4,57.14,70.69,61.64,6.29,11.9,2.62,6.35,0,False,Medium
STU-2023-0594,25,Male,EE,6,74.45,69.85,63.16,7.62,15.7,9.42,7.43,0,False,High
STU-2023-0595,24,Male,IT,5,74.25,70.1,74.45,8.22,22.3,5.87,8.23,0,False,High
STU-2023-0596,18,Female,CE,6,41.39,45.42,33.68,4.31,16.5,3.65,3.94,3,True,At Risk
STU-2023-0597,22,Male,ME,4,69.23,55.28,47.46,6.06,7.0,8.0,5.85,2,False,Medium
STU-2023-0598,27,Male,EE,4,71.42,57.98,47.86,6.75,12.5,6.68,5.91,1,False,Medium
STU-2023-0599,25,Female,MBA,5,72.52,62.77,65.93,7.64,21.3,7.51,7.78,3,False,Medium
STU-2023-0600,19,Male,EE,6,75.0,65.0,20.0,3.99,12.0,4.67,4.77,0,True,Medium
STU-2023-0601,22,Female,CS,6,63.32,47.54,32.4,3.91,13.5,2.36,3.32,1,False,Medium
STU-2023-0602,21,Male,IT,8,69.79,40.0,52.17,7.11,11.9,6.19,6.3,0,False,Medium
STU-2023-0603,24,Male,MBA,6,81.68,65.99,70.5,6.76,14.7,2.91,6.45,1,False,High
STU-2023-0604,18,Female,MBA,8,49.67,46.83,30.73,3.82,6.2,5.61,2.28,2,False,At Risk
STU-2023-0605,23,Female,CE,5,80.01,82.6,65.59,6.37,15.7,7.37,5.86,0,False,High
STU-2023-0606,24,Female,MBA,4,79.78,86.03,59.88,8.78,16.6,7.73,9.12,0,False,High
STU-2023-0607,26,Female,ME,5,65.0,59.76,47.42,7.2,13.8,7.13,7.07,0,False,Medium
STU-2023-0608,21,Female,EE,7,26.82,32.51,32.19,3.82,7.2,0.0,3.55,3,True,At Risk
STU-2023-0609,23,Female,ECE,1,67.22,61.55,73.42,4.95,14.1,6.44,4.83,0,True,Medium
STU-2023-0610,25,Female,CS,5,65.72,36.17,34.67,3.67,12.4,0.0,3.37,2,False,At Risk
STU-2023-0611,26,Female,CS,3,61.77,49.61,44.3,6.0,11.1,4.48,5.83,2,False,Medium
STU-2023-0612,22,Female,EE,5,59.39,39.4,40.8,4.42,3.6,4.5,3.87,4,False,At Risk
STU-2023-0613,23,Male,EE,4,43.7,30.84,38.52,2.0,10.6,1.64,2.0,0,True,At Risk
STU-2023-0614,25,Female,ME,3,90.73,77.34,83.93,8.72,23.5,8.04,8.69,0,False,High
STU-2023-0615,27,Female,CE,1,71.05,79.25,78.25,9.24,15.6,8.89,9.95,0,True,High
STU-2023-0616,27,Female,ECE,2,68.22,64.74,40.0,6.02,16.7,7.18,6.01,1,True,Medium
STU-2023-0617,27,Male,CS,1,60.77,55.35,42.03,6.48,5.0,6.23,6.12,0,True,Medium
STU-2023-0618,25,Male,ME,1,42.51,52.39,34.45,4.08,7.1,0.32,2.85,1,True,At Risk
STU-2023-0619,18,Female,CS,6,48.61,59.23,56.3,4.39,1.2,3.06,3.96,1,False,Medium
STU-2023-0620,18,Male,MBA,7,95.22,57.64,78.6,8.55,17.8,7.27,8.75,0,True,High
STU-2023-0621,27,Female,IT,8,55.2,20.0,52.48,6.5,8.9,2.78,5.92,4,False,At Risk
STU-2023-0622,26,Male,ME,3,58.49,48.52,29.5,3.37,5.6,2.84,2.85,4,False,At Risk
STU-2023-0623,23,Male,EE,2,53.07,23.31,37.89,5.36,9.6,3.76,5.17,4,False,At Risk
STU-2023-0624,23,Male,CS,8,66.26,81.79,60.73,7.42,16.5,5.44,7.18,0,True,High
STU-2023-0625,27,Male,ECE,8,96.73,71.65,65.99,7.52,19.9,7.54,7.47,1,False,High
STU-2023-0626,26,Female,CS,4,64.27,84.44,54.21,8.48,8.5,8.0,8.02,1,False,Medium
STU-2023-0627,23,Female,CE,4,78.48,68.12,75.69,9.31,20.7,8.63,9.06,0,True,High
STU-2023-0628,18,Male,CE,8,74.73,89.6,65.84,7.59,25.4,7.82,7.86,0,True,High
STU-2023-0629,23,Female,EE,3,77.96,71.43,56.63,7.72,10.1,7.75,7.74,3,True,Medium
STU-2023-0630,19,Female,ME,4,75.21,59.43,71.58,8.62,14.8,7.08,8.85,0,False,High
STU-2023-0631,20,Male,ECE,8,46.21,47.77,47.27,5.03,12.1,3.32,3.88,2,False,At Risk
STU-2023-0632,20,Female,ECE,6,68.55,82.49,51.23,6.47,21.7,8.0,6.59,2,True,Medium
STU-2023-0633,21,Male,ME,3,80.96,79.02,77.34,8.34,15.8,9.01,8.38,0,False,High
STU-2023-0634,26,Female,EE,7,41.33,33.24,20.0,4.71,1.0,1.9,3.95,2,True,At Risk
STU-2023-0635,18,Male,IT,7,63.94,53.39,41.02,3.21,7.6,2.16,2.81,3,False,At Risk
STU-2023-0636,22,Male,ECE,7,71.28,85.81,92.45,8.14,21.1,7.24,8.32,0,False,High
STU-2023-0637,23,Male,IT,6,42.6,27.82,34.73,4.17,2.3,1.47,4.72,1,False,At Risk
STU-2023-0638,25,Female,CE,2,78.12,68.11,86.2,8.13,30.7,4.81,8.19,0,False,High
STU-2023-0639,25,Male,CS,7,60.23,78.53,57.96,5.96,19.5,7.33,5.58,0,False,Medium
STU-2023-0640,24,Male,IT,8,74.78,53.67,65.3,6.71,20.1,3.45,6.67,0,False,Medium
STU-2023-0641,23,Male,IT,3,70.15,68.5,51.29,6.44,6.3,6.68,6.3,1,False,Medium
STU-2023-0642,19,Female,CS,5,59.81,64.38,77.85,5.2,9.2,6.42,5.06,1,True,Medium
STU-2023-0643,22,Male,IT,4,66.0,34.06,33.37,3.49,7.2,2.79,3.48,0,False,Medium
STU-2023-0644,20,Male,MBA,7,69.74,42.6,36.0,2.9,1.0,1.69,3.04,2,False,At Risk
STU-2023-0645,19,Male,CS,2,75.46,64.6,62.83,7.43,17.9,3.69,7.71,0,True,High
STU-2023-0646,19,Female,MBA,2,83.32,88.66,68.61,7.86,18.7,5.45,7.57,0,True,High
STU-2023-0647,19,Male,CE,8,79.07,73.81,45.08,6.27,18.7,7.04,6.66,0,False,Medium
STU-2023-0648,24,Female,IT,7,73.03,68.63,51.77,5.67,18.1,6.09,5.54,1,False,Medium
STU-2023-0649,24,Male,EE,7,94.03,61.72,73.43,9.14,16.4,8.74,9.07,0,False,High
STU-2023-0650,23,Male,ME,8,76.34,41.69,60.12,6.24,9.2,7.15,6.31,1,True,Medium
STU-2023-0651,24,Male,IT,7,100.0,76.36,74.36,8.68,21.3,7.83,8.98,0,False,High
STU-2023-0652,25,Male,EE,2,46.79,55.58,50.45,6.05,5.3,1.55,5.37,2,True,Medium
STU-2023-0653,25,Male,CE,6,83.9,52.64,40.0,5.68,11.2,5.02,4.97,1,False,Medium
STU-2023-0654,27,Female,CE,4,83.3,56.01,54.16,8.15,14.4,5.51,8.3,3,True,Medium
STU-2023-0655,18,Female,IT,6,78.29,72.06,74.28,6.0,18.5,6.45,6.16,0,True,High
STU-2023-0656,27,Female,IT,8,78.56,74.0,80.34,8.04,21.0,7.99,7.86,0,True,High
STU-2023-0657,22,Female,ECE,8,62.38,27.09,47.34,5.05,10.6,1.53,4.22,0,False,Medium
STU-2023-0658,24,Female,ECE,4,92.96,80.12,76.33,8.03,21.3,7.74,7.85,1,False,High
STU-2023-0659,24,Female,MBA,1,63.81,70.98,73.16,6.42,9.9,4.62,6.37,1,False,Medium
STU-2023-0660,24,Male,CE,3,100.0,77.35,71.66,9.07,28.7,7.61,9.03,0,True,High
STU-2023-0661,26,Male,EE,4,79.09,60.59,53.69,6.98,15.9,4.29,7.35,1,False,Medium
STU-2023-0662,27,Female,ECE,3,87.35,83.43,73.03,6.95,22.1,9.08,7.22,0,True,High
STU-2023-0663,23,Male,ME,5,87.39,64.08,50.23,7.89,18.1,4.13,7.83,3,False,Medium
STU-2023-0664,21,Female,MBA,4,87.37,79.72,70.19,8.24,26.6,8.36,8.39,1,False,High
STU-2023-0665,22,Male,MBA,5,81.04,41.75,68.37,7.56,13.0,5.39,7.75,0,True,High
STU-2023-0666,26,Male,EE,2,64.36,76.15,55.85,6.91,22.0,5.87,7.22,3,True,Medium
STU-2023-0667,25,Female,IT,2,32.54,47.22,49.57,4.97,1.3,3.76,4.67,2,True,At Risk
STU-2023-0668,20,Male,ECE,1,89.92,79.88,81.9,6.9,27.7,7.28,7.39,0,False,High
STU-2023-0669,23,Female,CE,3,68.13,62.35,82.0,6.79,16.2,3.29,7.13,1,False,Medium
STU-2023-0670,21,Female,CS,7,62.8,36.19,38.08,6.2,5.8,3.74,5.97,5,True,At Risk
STU-2023-0671,25,Female,IT,8,90.0,51.13,60.55,7.12,19.8,4.65,6.17,1,True,High
STU-2023-0672,24,Female,CE,3,66.1,85.0,50.98,8.5,12.2,4.61,8.43,1,False,Medium
STU-2023-0673,22,Male,ECE,3,90.23,81.82,57.24,7.75,29.9,5.75,7.82,0,False,High
STU-2023-0674,23,Female,ME,6,61.95,59.92,73.21,6.23,5.0,5.22,6.1,2,False,Medium
STU-2023-0675,25,Female,CS,5,79.03,82.52,77.47,8.41,21.0,8.05,8.36,0,True,High
STU-2023-0676,26,Female,CE,1,77.63,58.62,60.02,6.28,11.7,4.47,6.27,2,False,Medium
STU-2023-0677,24,Female,MBA,6,72.69,64.82,53.45,5.69,16.5,6.04,5.58,0,True,Medium
STU-2023-0678,27,Female,ME,3,72.09,62.54,58.19,6.24,23.4,3.81,6.06,0,True,Medium
STU-2023-0679,23,Male,CS,5,32.67,49.34,46.94,3.26,11.5,4.41,3.25,5,True,At Risk
STU-2023-0680,22,Male,EE,6,50.11,65.0,46.7,2.63,9.0,5.15,2.0,4,False,At Risk
STU-2023-0681,23,Female,EE,1,79.31,72.42,72.78,7.46,23.5,7.87,7.86,0,False,High
STU-2023-0682,18,Male,ECE,4,54.4,48.51,55.7,4.8,12.8,8.0,4.79,1,False,Medium
STU-2023-0683,18,Female,EE,7,80.07,50.18,63.13,6.65,9.6,8.0,6.38,0,True,Medium
STU-2023-0684,26,Male,CE,1,70.61,78.53,80.78,6.47,11.5,5.24,6.56,1,True,High
STU-2023-0685,19,Male,CS,4,78.59,70.42,64.47,7.89,23.6,7.25,7.95,0,False,High
STU-2023-0686,20,Male,ME,8,84.35,61.74,40.0,7.5,5.0,5.56,6.85,0,True,Medium
STU-2023-0687,20,Male,ECE,7,81.14,73.6,40.0,6.01,21.4,3.53,6.29,2,False,Medium
STU-2023-0688,26,Male,ECE,5,49.79,40.87,46.45,4.38,8.4,2.12,4.19,1,False,At Risk
STU-2023-0689,20,Female,CE,3,57.36,36.48,44.7,4.26,3.9,2.68,4.19,4,False,At Risk
STU-2023-0690,23,Male,CE,1,73.5,52.44,52.07,6.13,25.2,7.01,6.57,0,False,Medium
STU-2023-0691,21,Male,IT,8,75.59,75.34,53.03,7.41,11.4,6.67,6.63,0,False,High
STU-2023-0692,21,Female,CS,7,86.88,76.4,79.89,8.36,24.9,7.95,8.28,0,True,High
STU-2023-0693,24,Male,CE,5,84.7,73.33,63.07,7.59,11.2,6.41,7.7,0,False,High
STU-2023-0694,27,Female,CS,2,84.6,91.01,73.69,7.64,24.6,7.64,7.73,0,False,High
STU-2023-0695,23,Female,MBA,4,86.85,89.82,72.26,7.75,26.0,8.24,7.49,0,False,High
STU-2023-0696,26,Female,CE,7,58.01,64.81,78.33,5.28,13.4,4.14,5.32,1,False,Medium
STU-2023-0697,18,Male,CS,6,32.64,38.42,55.01,4.17,9.5,5.7,3.81,1,True,At Risk
STU-2023-0698,26,Male,EE,4,80.53,79.46,67.71,8.51,18.2,7.33,8.77,0,False,High
STU-2023-0699,27,Male,MBA,2,61.5,34.66,20.0,3.88,13.0,5.02,3.09,4,False,At Risk
STU-2023-0700,25,Male,ME,8,76.56,41.9,53.22,7.35,11.2,3.54,7.24,0,False,Medium
STU-2023-0701,20,Male,IT,4,90.46,85.57,80.83,7.91,21.6,7.61,7.95,0,False,High
STU-2023-0702,25,Female,ECE,2,81.98,80.88,48.53,5.3,22.1,3.72,5.76,2,False,Medium
STU-2023-0703,23,Male,MBA,1,78.7,70.17,71.95,8.37,29.4,5.04,8.3,0,False,High
STU-2023-0704,22,Female,EE,5,74.34,74.54,93.49,8.03,25.7,7.51,7.47,0,False,High
STU-2023-0705,24,Female,ECE,6,67.25,55.0,66.62,5.36,17.2,4.96,4.68,0,False,Medium
STU-2023-0706,23,Male,CS,5,62.1,66.55,60.24,5.62,5.0,7.26,5.2,1,False,Medium
STU-2023-0707,19,Female,EE,8,60.51,43.02,41.82,2.14,3.6,4.47,2.0,3,False,At Risk
STU-2023-0708,25,Male,ECE,4,70.4,56.68,56.11,5.6,15.9,8.0,5.71,0,False,Medium
STU-2023-0709,18,Male,EE,1,59.28,55.29,45.75,5.06,6.8,3.05,4.33,3,False,Medium
STU-2023-0710,24,Male,IT,8,88.4,79.73,77.54,9.43,19.8,8.84,9.5,0,False,High
STU-2023-0711,23,Male,CS,1,62.36,61.49,74.48,7.05,15.4,5.78,7.07,2,True,Medium
STU-2023-0712,23,Male,MBA,7,70.9,65.49,51.31,6.35,10.7,2.7,6.46,0,False,Medium
STU-2023-0713,27,Female,EE,5,50.0,71.08,49.12,5.83,11.4,2.41,5.4,0,False,Medium
STU-2023-0714,25,Female,CE,8,42.17,54.06,38.91,2.96,6.7,1.57,2.11,4,True,At Risk
STU-2023-0715,23,Female,IT,3,77.58,52.2,60.95,5.97,7.8,3.74,5.72,3,False,Medium
STU-2023-0716,23,Female,MBA,5,79.54,63.52,66.95,6.15,20.4,5.49,6.26,0,False,High
STU-2023-0717,27,Female,CE,7,69.93,63.0,82.0,6.19,7.1,8.0,6.43,2,False,Medium
STU-2023-0718,26,Male,ME,7,60.43,71.25,61.69,7.04,13.8,5.85,7.31,0,False,Medium
STU-2023-0719,21,Male,MBA,2,89.2,84.49,76.76,9.43,18.9,9.51,9.05,0,True,High
STU-2023-0720,23,Male,CS,3,59.59,52.7,32.3,5.96,4.8,4.1,5.5,3,False,At Risk
STU-2023-0721,26,Female,MBA,8,68.0,43.64,68.14,5.76,15.1,5.24,6.26,0,False,Medium
STU-2023-0722,27,Male,ME,1,47.94,56.92,36.91,5.39,3.4,3.6,4.54,2,True,At Risk
STU-2023-0723,26,Female,ECE,1,39.37,36.5,28.78,4.93,11.0,3.24,4.0,2,False,At Risk
STU-2023-0724,25,Male,CS,4,69.07,31.34,45.71,4.61,8.4,5.45,4.07,1,False,Medium
STU-2023-0725,18,Male,EE,3,20.0,61.16,53.98,4.41,6.4,4.82,3.89,3,False,At Risk
STU-2023-0726,27,Female,CS,1,46.66,34.66,56.54,4.1,7.2,5.65,3.23,1,False,At Risk
STU-2023-0727,20,Male,CS,1,97.5,77.8,83.08,7.35,19.7,8.0,7.26,0,True,High
STU-2023-0728,20,Male,ME,1,50.0,65.42,57.7,6.52,19.7,2.52,5.89,1,False,Medium
STU-2023-0729,18,Male,CS,2,68.76,64.12,70.1,6.14,9.6,3.34,6.14,1,False,Medium
STU-2023-0730,27,Male,ME,6,96.07,69.82,79.22,8.87,26.8,6.48,8.99,0,True,High
STU-2023-0731,21,Male,ECE,6,86.07,64.32,60.83,6.05,20.9,4.72,5.81,1,False,High
STU-2023-0732,18,Male,EE,6,67.3,62.01,53.26,7.66,6.8,4.5,7.81,1,False,Medium
STU-2023-0733,18,Female,CE,7,61.88,60.95,52.76,7.98,11.5,6.28,8.01,2,False,Medium
STU-2023-0734,19,Male,MBA,1,75.72,71.01,82.63,7.97,27.8,9.6,7.37,0,False,High
STU-2023-0735,21,Male,CE,3,67.64,72.48,49.31,6.78,12.1,4.36,7.61,1,True,Medium
STU-2023-0736,21,Male,CE,5,76.19,59.35,47.23,6.01,18.6,6.52,5.25,1,True,Medium
STU-2023-0737,27,Male,ECE,4,71.51,85.31,80.37,7.87,30.5,5.38,7.5,0,True,High
STU-2023-0738,24,Male,EE,4,66.57,63.12,59.58,6.12,19.3,3.58,5.6,1,False,Medium
STU-2023-0739,21,Male,ME,3,77.05,79.91,55.58,7.18,5.1,8.0,7.29,0,False,High
STU-2023-0740,27,Female,EE,7,46.44,27.17,20.95,3.85,9.9,1.66,3.78,4,False,At Risk
STU-2023-0741,22,Female,IT,2,54.62,53.58,55.45,5.77,6.7,4.99,5.1,5,True,At Risk
STU-2023-0742,22,Male,EE,3,60.83,23.75,51.97,5.07,8.3,1.52,5.26,3,False,At Risk
STU-2023-0743,23,Female,MBA,7,89.08,79.61,80.24,8.12,21.8,8.59,8.82,0,False,High
STU-2023-0744,26,Male,MBA,3,33.2,43.47,38.85,4.98,1.5,2.06,4.5,5,False,At Risk
STU-2023-0745,27,Female,MBA,5,57.93,44.94,63.71,5.8,19.4,2.97,5.98,0,False,Medium
STU-2023-0746,23,Female,MBA,5,59.85,41.14,36.01,4.48,1.0,3.66,3.94,5,False,At Risk
STU-2023-0747,19,Male,CE,2,74.07,59.61,74.78,5.31,10.2,7.78,5.17,0,False,Medium
STU-2023-0748,25,Female,MBA,1,80.85,63.85,45.4,6.58,16.6,5.3,6.22,3,False,Medium
STU-2023-0749,20,Male,ME,3,84.51,75.76,78.57,5.08,22.1,5.78,5.52,0,False,High
STU-2023-0750,20,Female,ME,5,68.05,69.48,62.67,4.5,15.2,6.1,4.54,2,False,Medium
STU-2023-0751,23,Female,CE,5,90.43,72.32,59.08,7.9,22.3,7.17,7.56,0,False,High
STU-2023-0752,22,Female,IT,2,70.47,71.47,66.77,8.55,25.2,7.98,7.94,0,False,High
STU-2023-0753,22,Male,MBA,8,65.76,50.79,80.41,7.58,6.9,4.26,7.07,0,False,Medium
STU-2023-0754,26,Female,MBA,6,66.49,64.14,44.2,6.69,16.7,6.55,6.7,0,False,Medium
STU-2023-0755,21,Female,CS,4,83.87,61.57,88.08,7.1,23.9,7.79,7.12,0,True,High
STU-2023-0756,23,Male,CE,2,50.83,38.01,50.03,6.07,4.0,0.7,4.57,0,False,Medium
STU-2023-0757,19,Male,MBA,6,80.22,57.11,44.31,5.84,19.0,6.2,5.45,0,False,Medium
STU-2023-0758,23,Male,ME,6,85.47,75.79,66.2,8.6,18.8,4.91,8.49,0,True,High
STU-2023-0759,23,Female,ME,7,52.63,72.15,56.44,7.44,5.0,6.35,7.46,0,False,Medium
STU-2023-0760,22,Female,EE,7,32.17,32.28,43.92,3.78,3.9,4.3,2.51,4,True,At Risk
